Agency,Annual_Contract_Revenue,State,Country,Congressional_District,Contracting_Agency,Contracting_Office,DUNS,Contract_Date,Vendor
OFFICE OF PROCUREMENT OPERATIONS,57230648,TENNESSEE,USA,3,OFFICE OF PROCUREMENT OPERATIONS,FPS EAST CCG DIVISION 1,796238491,2011,SECURITY CONSULTANTS GROUP INC
OFFICE OF PROCUREMENT OPERATIONS,51429752,VIRGINIA,USA,8,OFFICE OF PROCUREMENT OPERATIONS,FPS EAST CCG DIVISION 2,786509109,2011,COASTAL INTERNATIONAL SECURITY
OFFICE OF PROCUREMENT OPERATIONS,9000000,VIRGINIA,USA,8,OFFICE OF PROCUREMENT OPERATIONS,FPS EAST CCG DIVISION 3,116194192,2011,"CANON U.S.A., INC."
OFFICE OF PROCUREMENT OPERATIONS,8707967,MINNESOTA,USA,8,OFFICE OF PROCUREMENT OPERATIONS,FPS WEST CONSOLIDATED CONTRACT GROUP,45256000,2011,DECO INC
OFFICE OF PROCUREMENT OPERATIONS,7000000,DISTRICT OF COLUMBIA,USA,0,OFFICE OF PROCUREMENT OPERATIONS,NATIONAL PROTECTION AND PROGRAMS  ACQUISITION DIVISION,794039321,2011,TOUCHSTONE CONSULTING GROUP INCORPORATED
OFFICE OF PROCUREMENT OPERATIONS,1000000,OHIO,USA,5,OFFICE OF PROCUREMENT OPERATIONS,FPS EAST CCG DIVISION 4,29356110,2011,"R. J. BECK PROTECTIVE SYSTEMS, INC."
"OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",34500000,OHIO,USA,15,"OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","DEPT OF INTER/OFF SURF MIN, RECL AND ENFOR",99726986,2012,HYATT REGENCY COLUMBUS
OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT,5888000,VIRGINIA,USA,10,OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT,DEPT OF LABOR/OFF ASST SEC ADMIN AND MGMT,126750327,2011,CASCADES TECHNOLOGIES INCORPORATED
OFFICE OF THE COMPTROLLER OF THE CURRENCY,66100000,VIRGINIA,USA,8,OFFICE OF THE COMPTROLLER OF THE CURRENCY,DEPT OF TREAS/COMPTROLLER OF THE CURRENCY,153874623,2011,"PRAGMATICS, INC."
OFFICE OF THE SECRETARY,140000000000,GEORGIA,USA,5,OFFICE OF THE SECRETARY,COMMERCE ACQUISITION SOLUTIONS,3548489,2011,AT&T MOBILITY LLC
OFFICE OF THE SECRETARY,8000000,MARYLAND,USA,3,OFFICE OF THE SECRETARY,COMMERCE ACQUISITION SOLUTIONS,122562890,2011,"VIGIL CONTRACTING, INC."
OFFICE OF THE SECRETARY,2500000,VIRGINIA,USA,1,OFFICE OF THE SECRETARY,DEPT OF COMM/OFFICE OF THE SECRETARY,150767572,2011,REMSA INC
"OFFICES, BOARDS AND DIVISIONS",527857184,DISTRICT OF COLUMBIA,USA,0,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,76880744,2011,"LOUIS BERGER GROUP, INC., THE"
"OFFICES, BOARDS AND DIVISIONS",527857184,DISTRICT OF COLUMBIA,USA,0,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,76880744,2011,"LOUIS BERGER GROUP, INC., THE"
"OFFICES, BOARDS AND DIVISIONS",378604992,DISTRICT OF COLUMBIA,USA,0,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,76880744,2011,BERGER LOUIS GROUP INCORPORATED THE
"OFFICES, BOARDS AND DIVISIONS",200000000,VIRGINIA,USA,8,"OFFICES, BOARDS AND DIVISIONS",CONSOLIDATED EXECUTIVE OFFICE,159836121,2011,US INVESTIGATIONS SERVICES INCORPORATED (6624)
"OFFICES, BOARDS AND DIVISIONS",125000000,VIRGINIA,USA,8,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,7507671,2011,"ADT SECURITY SERVICES, INC."
"OFFICES, BOARDS AND DIVISIONS",88000000,VIRGINIA,USA,10,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,134510648,2011,"FORFEITURE SUPPORT ASSOCIATES, LLC"
"OFFICES, BOARDS AND DIVISIONS",88000000,VIRGINIA,USA,10,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,134510648,2011,"FORFEITURE SUPPORT ASSOCIATES, LLC"
"OFFICES, BOARDS AND DIVISIONS",88000000,VIRGINIA,USA,10,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,134510648,2011,"FORFEITURE SUPPORT ASSOCIATES, LLC"
"OFFICES, BOARDS AND DIVISIONS",44000000,MISSOURI,USA,5,"OFFICES, BOARDS AND DIVISIONS",ENVIRONMENTAL&NATURAL RESOURCES DIVISION,76260124,2011,SPENCER FANE BRITT&BROWNE LLP
"OFFICES, BOARDS AND DIVISIONS",30000000,CONNECTICUT,USA,4,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,131742959,2011,LIFECARE INC.
"OFFICES, BOARDS AND DIVISIONS",16977442,PENNSYLVANIA,USA,13,"OFFICES, BOARDS AND DIVISIONS",EXECUTIVE OFFICE FOR U.S. TRUSTEES,808218689,2011,"LANGUAGE SERVICES ASSOCIATES, INC."
"OFFICES, BOARDS AND DIVISIONS",1000000,NEW JERSEY,USA,8,"OFFICES, BOARDS AND DIVISIONS",DEPT OF JUSTICE,801850470,2011,FRANK J MARTONE PC
"OFFICES, BOARDS AND DIVISIONS",298404,VIRGINIA,USA,10,"OFFICES, BOARDS AND DIVISIONS",CRIMINAL DIVISION,101181043,2011,ADVANCED DATABASE SUPPORT SERVICES CORP
OPM,2899000064,VIRGINIA,USA,8,OPM,OPM,64677243,2012,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC"
OPM,2899000064,VIRGINIA,USA,8,OPM,OPM,64677243,2012,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC"
OPM,460000000,VIRGINIA,USA,8,OPM,OPM,626605773,2012,"US INVESTIGATIONS SERVICES, LLC"
OPM,460000000,VIRGINIA,USA,8,OPM,BOYERS REGION - FISD,626605773,2012,"US INVESTIGATIONS SERVICES, LLC"
OPM,276171008,VIRGINIA,USA,8,OPM,OPM,14387489,2012,SI INTERNATIONAL INCORPORATED (7278)
OPM,60000000,VIRGINIA,USA,11,OPM,OPM,183564590,2011,UNIVERSAL SYSTEMS AND TECHNOLOGY INCORPORATED
OPM,5300000,VIRGINIA,USA,8,OPM,OPM,869205930,2011,CARNEY INCORPORATED
OPM,4145450,VIRGINIA,USA,8,OPM,OPM,19788546,2011,PERFORMTECH INCORPORATED
OPM,4145450,VIRGINIA,USA,8,OPM,OPM,19788546,2011,PERFORMTECH INCORPORATED
OPM,3500000,VIRGINIA,USA,8,OPM,OPM,76104350,2012,INFORMATION EXPERTS INCORPORATED
OPM,1450000,TENNESSEE,USA,7,OPM,BOYERS REGION - FISD,616385667,2012,A S E DIRECT LLC
OPM,1200000,CONNECTICUT,USA,2,OPM,OPM,622894020,2012,"PERFORMANCE PROGRAMS, INC."
OPM,1200000,SOUTH CAROLINA,USA,1,OPM,OPM,797039224,2012,VARNERMILLER LIMITED LIABILITY COMPANY
PATENT AND TRADEMARK OFFICE,1200000000,VIRGINIA,USA,10,PATENT AND TRADEMARK OFFICE,DEPT OF COMM/PATENT AND TRADEMARK OFFICE,139623698,2011,MANTECH MBI INC.
PATENT AND TRADEMARK OFFICE,11116600,ALASKA,USA,0,PATENT AND TRADEMARK OFFICE,DEPT OF COMM/PATENT AND TRADEMARK OFFICE,142120745,2011,CHUGACH INDUSTRIES INCORPORATED
PEACE CORPS,130000000,KANSAS,USA,3,PEACE CORPS,PEACE CORPS HQ,76248616,2012,"UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC."
PENSION BENEFIT GUARANTY CORPORATION,4720684,MARYLAND,USA,7,PENSION BENEFIT GUARANTY CORPORATION,PENSION BENEFIT GUARANTY CORP.,151288037,2012,"BATTLE RESOURCE MANAGEMENT, INC"
PROGRAM SUPPORT CENTER,25000000000,MARYLAND,USA,4,PROGRAM SUPPORT CENTER,DEPT OF HHS/OFF AST SEC HLTH EXPT NATL CNTR,829747745,2011,"COMCAST OF POTOMAC, LLC"
PROGRAM SUPPORT CENTER,6000000000,MARYLAND,USA,8,PROGRAM SUPPORT CENTER,DEPT OF HHS/OFF AST SEC HLTH EXPT NATL CNTR,805258373,2011,"LOCKHEED MARTIN SERVICES, INC"
PROGRAM SUPPORT CENTER,65440000,NEW MEXICO,USA,1,PROGRAM SUPPORT CENTER,MID-AMERICA CASU IN KANSAS CITY,45911138,2011,LOVELACE BIOMEDICAL&ENVIRONMENTAL RESEARCH INSTITUTE INC
PROGRAM SUPPORT CENTER,26000000,OREGON,USA,2,PROGRAM SUPPORT CENTER,"PHA CO, PHS, SSC, PERRY POINT MD",59497768,2011,"ENVIRONMENTAL CONTAINER SYSTEMS, INC."
PROGRAM SUPPORT CENTER,2613151,VIRGINIA,USA,8,PROGRAM SUPPORT CENTER,DEPT OF HHS/OFF AST SEC HLTH EXPT NATL CNTR,81038291,2011,ASSOCIATION FOR ADDICTION PROFESSIONALS
PUBLIC BUILDINGS SERVICE,1250000000,TEXAS,USA,18,PUBLIC BUILDINGS SERVICE,"GSA, PBS, ACQ MGT SVC BR ",46700779,2011,CENTERPOINT ENERGY RESOURCES CORP.
PUBLIC BUILDINGS SERVICE,546677248,CONNECTICUT,USA,4,PUBLIC BUILDINGS SERVICE,GSA/PBS/R03 DELAWARE VALLEY FO,6918353,2011,"PETRO, INC."
PUBLIC BUILDINGS SERVICE,429224992,MARYLAND,USA,5,PUBLIC BUILDINGS SERVICE,WPHCC - WEST O&M CONTRACTS BRANCH,3258654,2011,WASHINGTON SUBURBAN SANITARY COMMISSION
PUBLIC BUILDINGS SERVICE,20873213,UTAH,USA,1,PUBLIC BUILDINGS SERVICE,"GSA/PBS/ FACILITIES MGMT, ACQUISITION MGNT & REAL ESTATE ACQUISITION",132516969,2011,E-CORP.
PUBLIC BUILDINGS SERVICE,20300000,HAWAII,USA,1,PUBLIC BUILDINGS SERVICE,DESIGN AND CONSTRUCTION DIVISION,56783681,2011,CONSTRUCTORS HAWAII INC.
PUBLIC BUILDINGS SERVICE,20000000,GEORGIA,USA,5,PUBLIC BUILDINGS SERVICE,ACQUISITION DIVISION/SERVICES (SECTION A),65372500,2011,"ATLANTA, CITY OF"
PUBLIC BUILDINGS SERVICE,16300000,ALASKA,USA,0,PUBLIC BUILDINGS SERVICE,"SAN DIEGO SERVICE CENTER, CONSTRUCTION SERVICES BRANCH",131666708,2011,"KCORP TECHNOLOGY SERVICES, INC."
PUBLIC BUILDINGS SERVICE,14000000,SOUTH DAKOTA,USA,0,PUBLIC BUILDINGS SERVICE,"GSA/PBS/ FACILITIES MGMT, ACQUISITION MGNT & REAL ESTATE ACQUISITION",78670106,2011,CITY OF HURON
PUBLIC BUILDINGS SERVICE,12000000,TEXAS,USA,5,PUBLIC BUILDINGS SERVICE,GSA/PBS,99716508,2012,"SEAGOVILLE, CITY OF"
PUBLIC BUILDINGS SERVICE,11900000,MAINE,USA,1,PUBLIC BUILDINGS SERVICE,GSA PBS,121350292,2011,"WILSON 5 SERVICE COMPANY, INC."
PUBLIC BUILDINGS SERVICE,7776000,TEXAS,USA,18,PUBLIC BUILDINGS SERVICE,"GSA, PBS, ACQ MGT SVC BR ",872670161,2011,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY
PUBLIC BUILDINGS SERVICE,5000000,MARYLAND,USA,8,PUBLIC BUILDINGS SERVICE,GSA PBS R2 SERVICE CENTERS DIVISION,10730492,2011,"PERSAUD COMPANIES, INC."
PUBLIC BUILDINGS SERVICE,5000000,MISSOURI,USA,5,PUBLIC BUILDINGS SERVICE,GSA/PUBLIC BUILDINGS SERVICE,102520061,2011,GASTINGER AND WALKER ARCHITECTS INC
PUBLIC BUILDINGS SERVICE,4000000,DISTRICT OF COLUMBIA,USA,0,PUBLIC BUILDINGS SERVICE,WPHCD - SPECIALIZED SERVICES CONTRACTS BRANCH,85226178,2011,WASHINGTON BUSINESS GROUP INCORPORATED
PUBLIC BUILDINGS SERVICE,3740000,CALIFORNIA,USA,44,PUBLIC BUILDINGS SERVICE,DESIGN AND CONSTRUCTION DIVISION,180672420,2011,STRONGHOLD ENGINEERING INCORPORATED
PUBLIC BUILDINGS SERVICE,2500000,TEXAS,USA,23,PUBLIC BUILDINGS SERVICE,"GSA, PBS, ACQ MGT SVC BR ",54252374,2011,SOUTHWEST TEXAS MUNICIPAL GAS CORPORATION
PUBLIC BUILDINGS SERVICE,1370000,CALIFORNIA,USA,14,PUBLIC BUILDINGS SERVICE,"SAN FRANCISCO SERVICE CENTER, SANSOME FIELD OFFICE",831686055,2011,"MIE, INC."
PUBLIC BUILDINGS SERVICE,1000000,COLORADO,USA,6,PUBLIC BUILDINGS SERVICE,GSA/PBS/DENVER FEDERAL CENTER SERVICE DIVISION,830832163,2011,SKY BLUE BUILDERS LLC
PUBLIC BUILDINGS SERVICE,900000,CALIFORNIA,USA,8,PUBLIC BUILDINGS SERVICE,DESIGN AND CONSTRUCTION DIVISION,364412296,2011,GREEN GENES INTERIOR PLANTS
PUBLIC BUILDINGS SERVICE,650000,DISTRICT OF COLUMBIA,USA,0,PUBLIC BUILDINGS SERVICE,WPHCA - THE AGGREGATED O&M CONTRACTS BRANCH,837697713,2011,GLOBAL CONSULTING INCORPORATED
RAILROAD RETIREMENT BOARD,1000000,ILLINOIS,USA,5,RAILROAD RETIREMENT BOARD,RAILROAD RETIREMENT BOARD,57819633,2011,"CONSULTATIVE EXAMINATIONS, LTD."
RAILROAD RETIREMENT BOARD,1000000,NEW YORK,USA,8,RAILROAD RETIREMENT BOARD,RAILROAD RETIREMENT BOARD,110487522,2012,SWN COMMUNICATIONS INCORPORATED
RURAL HOUSING SERVICE,250000000,CONNECTICUT,USA,3,RURAL HOUSING SERVICE,RURAL DEVELOPMENT,80708241,2011,NEOPOST USA INC.
RURAL HOUSING SERVICE,983784,ARIZONA,USA,4,RURAL HOUSING SERVICE,RURAL DEVELOPMENT,148817513,2011,CROSBY&GLADNER PC
RURAL HOUSING SERVICE,100000,UTAH,USA,2,RURAL HOUSING SERVICE,FARMERS HOME ADMINISTRATION,839724267,2011,UTAH SOUTH APPRAISAL AND REAL ESTATE INC.
SECURITIES AND EXCHANGE COMMISSION,7200000000,VIRGINIA,USA,11,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,4625328,2011,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
SECURITIES AND EXCHANGE COMMISSION,2000000000,OHIO,USA,3,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,877672683,2012,"REED ELSEVIER, INC"
SECURITIES AND EXCHANGE COMMISSION,70000000,NEW YORK,USA,8,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,17615464,2012,"STROZ FRIEDBERG, LLC"
SECURITIES AND EXCHANGE COMMISSION,4000000,VIRGINIA,USA,8,SECURITIES AND EXCHANGE COMMISSION,IT SUPPORT,88365767,2011,CARAHSOFT TECHNOLOGY CORPORATION
SECURITIES AND EXCHANGE COMMISSION,2594700,KANSAS,USA,3,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,180641441,2011,PERCEPTIVE SOFTWARE INCORPORATED
SECURITIES AND EXCHANGE COMMISSION,2594700,KANSAS,USA,3,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,180641441,2011,PERCEPTIVE SOFTWARE INCORPORATED
SECURITIES AND EXCHANGE COMMISSION,2030929,VIRGINIA,USA,8,SECURITIES AND EXCHANGE COMMISSION,MISSION SUPPORT,105867035,2011,"ASCELLA TECHNOLOGIES, INC."
SELECTIVE SERVICE SYSTEM,30000189,VIRGINIA,USA,8,SELECTIVE SERVICE SYSTEM,SELECTIVE SERVICE SYSTEM,40542177,2011,"AMERICAN ASSOCIATION OF MOTOR VEHICLE ADMINISTRATORS, THE"
SMALL BUSINESS ADMINISTRATION,9000000,MARYLAND,USA,4,SMALL BUSINESS ADMINISTRATION,SMALL BUSINESS ADMINISTRATION,69280907,2011,"BILMIN COMPANY, INC."
SMALL BUSINESS ADMINISTRATION,2100000,TENNESSEE,USA,6,SMALL BUSINESS ADMINISTRATION,SMALL BUSINESS ADMINISTRATION,198654345,2012,"BAGWELL DOCUMENT SOLUTIONS, INC."
SMALL BUSINESS ADMINISTRATION,1600000,VIRGINIA,USA,11,SMALL BUSINESS ADMINISTRATION,SMALL BUSINESS ADMINISTRATION,136794802,2012,AMYX DEFENSE LOGISTICS
SMALL BUSINESS ADMINISTRATION,1000000,MISSOURI,USA,5,SMALL BUSINESS ADMINISTRATION,SMALL BUSINESS ADMINISTRATION,146711809,2012,"COPYCARD CONTROL SYSTEMS, INC."
SMITHSONIAN INSTITUTION,65000001536,TEXAS,USA,10,SMITHSONIAN INSTITUTION,OFFICE OF THE CHIEF INFORMATION OFFICER,149530219,2011,DELL FEDERAL SYSTEMS L.P.
SMITHSONIAN INSTITUTION,65000001536,TEXAS,USA,10,SMITHSONIAN INSTITUTION,OFFICE OF THE CHIEF INFORMATION OFFICER,149530219,2011,DELL FEDERAL SYSTEMS L.P.
SMITHSONIAN INSTITUTION,2100000000,GEORGIA,USA,5,SMITHSONIAN INSTITUTION,SMITHSONIAN ASTROPHYSICAL OBSERVATORY ,606774891,2011,MCMASTER CARR SUPPLY COMPANY
SMITHSONIAN INSTITUTION,2000000000,MASSACHUSETTS,USA,8,SMITHSONIAN INSTITUTION,SMITHSONIAN ASTROPHYSICAL OBSERVATORY ,1963263,2011,"HARVARD COLLEGE, PRESIDENT&FELLOWS OF"
SOCIAL SECURITY ADMINISTRATION,3000000000,DISTRICT OF COLUMBIA,USA,0,SOCIAL SECURITY ADMINISTRATION,DO NOT USE--REGION 05 - RELOCATIONS,147218333,2012,BROOKFIELD RELOCATION INC
SOCIAL SECURITY ADMINISTRATION,36000000,FLORIDA,USA,20,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,131781643,2012,"CAPITOL SUPPLY, INC."
SOCIAL SECURITY ADMINISTRATION,34455559,CALIFORNIA,USA,13,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,20149303,2012,NEW TECH SOLUTIONS INC
SOCIAL SECURITY ADMINISTRATION,33063000,VIRGINIA,USA,10,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,130698921,2011,"COMPUSEARCH SOFTWARE SYSTEMS, INC."
SOCIAL SECURITY ADMINISTRATION,28562000,INDIANA,USA,9,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,6366108,2012,"INDIANA FURNITURE INDUSTRIES,"
SOCIAL SECURITY ADMINISTRATION,24400000,VIRGINIA,USA,8,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,620827688,2011,"ORACLE AMERICA, INC."
SOCIAL SECURITY ADMINISTRATION,18000000,CALIFORNIA,USA,44,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,836224233,2012,"FEDERAL EDGE, INC."
SOCIAL SECURITY ADMINISTRATION,17000000,VIRGINIA,USA,11,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,156992745,2011,"SPECTRUM SYSTEMS, INC."
SOCIAL SECURITY ADMINISTRATION,16000000,VIRGINIA,USA,8,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,17573259,2012,EC AMRC/BSNESS OBJCTS AMERICAS
SOCIAL SECURITY ADMINISTRATION,11025327,VIRGINIA,USA,8,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,72631799,2012,HUMAN RESOURCES RESEARCH ORGAN
SOCIAL SECURITY ADMINISTRATION,5000000,OHIO,USA,14,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,124623039,2012,SAMPSON PARTNERS LLC
SOCIAL SECURITY ADMINISTRATION,4766000,FLORIDA,USA,6,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,784153996,2012,BARR SYSTEMS LLC
SOCIAL SECURITY ADMINISTRATION,3500000,MARYLAND,USA,7,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,794600932,2012,BRUDIS&ASSOCIATES INC
SOCIAL SECURITY ADMINISTRATION,170000,NEW YORK,USA,14,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,607829418,2011,"FRIEDMAN, GARY"
SOCIAL SECURITY ADMINISTRATION,120000,PENNSYLVANIA,USA,13,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,360619824,2012,COAST2COAST SHREDDING
"STATE, DEPARTMENT OF",140000000000,GEORGIA,USA,5,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- ISLAMABAD,3548489,2012,AT&T MOBILITY LLC
"STATE, DEPARTMENT OF",4600000000,DISTRICT OF COLUMBIA,USA,0,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,626608400,2012,REUTERS AMERICA LLC
"STATE, DEPARTMENT OF",4000000000,MARYLAND,USA,4,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - AQMSP,828833629,2012,"ELECTRICAL WHOLESALERS METRO D.C., INC."
"STATE, DEPARTMENT OF",2967000064,VIRGINIA,USA,8,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,19121586,2012,DELOITTE CONSULTING L.L.P.
"STATE, DEPARTMENT OF",2400000000,NORTH CAROLINA,USA,6,"STATE, DEPARTMENT OF",ANTWERP-ELSO,85074052,2011,HDM FURNITURE INDUSTRIES INCORPORATED
"STATE, DEPARTMENT OF",2400000000,NORTH CAROLINA,USA,6,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,85074052,2012,HDM FURNITURE INDUSTRIES INCORPORATED
"STATE, DEPARTMENT OF",2400000000,NORTH CAROLINA,USA,6,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,85074052,2012,HDM FURNITURE INDUSTRIES INCORPORATED
"STATE, DEPARTMENT OF",2244000000,MASSACHUSETTS,USA,6,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- KUALA LUMPUR,175745595,2012,"EBSCO INDUSTRIES, INC."
"STATE, DEPARTMENT OF",2213644032,ILLINOIS,USA,10,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,26157235,2012,"CDW GOVERNMENT, INC."
"STATE, DEPARTMENT OF",2000000000,TEXAS,USA,12,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,608461898,2012,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1750000000,ILLINOIS,USA,10,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- VALLETTA,10944650,2012,SIEMENS INDUSTRY INC.
"STATE, DEPARTMENT OF",1600000000,MARYLAND,USA,4,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,809678782,2012,GOVCONNECTION INC
"STATE, DEPARTMENT OF",1600000000,MARYLAND,USA,4,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- BANGKOK,809678782,2012,"GOVCONNECTION, INC."
"STATE, DEPARTMENT OF",708394000,VIRGINIA,USA,10,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,71078786,2012,CORT BUSINESS SERVICES CORPORATION
"STATE, DEPARTMENT OF",616177472,VIRGINIA,USA,10,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,827714507,2012,"IRON BOW TECHNOLOGIES, LLC"
"STATE, DEPARTMENT OF",557299968,VIRGINIA,USA,8,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,608717450,2012,"XL ASSOCIATES, INC."
"STATE, DEPARTMENT OF",450000000,NORTH CAROLINA,USA,12,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- YAOUNDE,3219615,2012,"THOMASVILLE FURNITURE INDUSTRIES, INC."
"STATE, DEPARTMENT OF",392604992,VIRGINIA,USA,8,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,858888761,2012,CONSOLIDATED ENGINEERING SERVICES INCORPORATED
"STATE, DEPARTMENT OF",283542016,UTAH,USA,3,"STATE, DEPARTMENT OF",AMERICAN EMBASSY - KABUL,12290503,2012,FRANKLIN COVEY CLIENT SALES INC
"STATE, DEPARTMENT OF",200000000,VIRGINIA,USA,2,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,27079776,2012,ATLANTIC DIVING SUPPLY INCORPORATED
"STATE, DEPARTMENT OF",166227443,RHODE ISLAND,USA,2,"STATE, DEPARTMENT OF",AMERICAN EMBASSY - LUANDA,1197011,2012,"TACO, INC."
"STATE, DEPARTMENT OF",115000000,NEW HAMPSHIRE,USA,2,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - AQMSP,933678708,2012,"RED RIVER COMPUTER CO., INC."
"STATE, DEPARTMENT OF",110000000,,GERMANY,,"STATE, DEPARTMENT OF",AM. CONS. GEN.- FRANKFURT AM MAIN,332480750,2012,GROTZ GMBH&CO. KG
"STATE, DEPARTMENT OF",90000000,VIRGINIA,USA,8,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- BANGKOK,785807611,2012,"GOVERNMENT SCIENTIFIC SOURCE, INC."
"STATE, DEPARTMENT OF",80000000,PENNSYLVANIA,USA,16,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- KILGALI,54146402,2011,"CLARK ASSOCIATES, INC."
"STATE, DEPARTMENT OF",75000000,,CANADA,,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,200173446,2012,KEILHAUER
"STATE, DEPARTMENT OF",65000000,VIRGINIA,USA,8,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,139727148,2012,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY
"STATE, DEPARTMENT OF",57670000,VIRGINIA,USA,11,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,165272696,2012,"TORRES ADVANCED ENTERPRISE SOLUTIONS, LLC"
"STATE, DEPARTMENT OF",53156120,,HONDURAS,,"STATE, DEPARTMENT OF",AMERICAN EMBASSY- TEGUCIGALPA,850652975,2012,SEGUROS ATLANTIDA S.A.
"STATE, DEPARTMENT OF",43615008,COLORADO,USA,2,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,58072224,2012,SPECTRA LOGIC CORPORATION
"STATE, DEPARTMENT OF",42000000,MARYLAND,USA,5,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,161579735,2012,THE MIL CORPORATION
"STATE, DEPARTMENT OF",40000000,ALABAMA,USA,7,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,791433568,2012,"IMAGING BUSINESS MACHINES, L.L.C."
"STATE, DEPARTMENT OF",36000000,PUERTO RICO,USA,0,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,779925478,2012,"G4S SECURITY SERVICES, INC."
"STATE, DEPARTMENT OF",32000000,MARYLAND,USA,8,"STATE, DEPARTMENT OF",OFFICE OF ACQUISITION MGMT - MA,615378007,2012,"FCN, INC."
